country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,year,month,day,month_ab,month_name
Sri Lanka,LKA,2021-05-06,1088093.0,928107.0,159986.0,18265.0,22072.0,5.06,4.32,0.74,1027.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-03_22.pdf,2021,5,6,May,May
Northern Ireland,OWID_NIR,2022-02-15,3702230.0,1417690.0,1318967.0,2081.0,2117.0,195.27,74.77,69.57,1117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2022,2,15,Feb,February
Liechtenstein,LIE,2021-09-15,44800.0,23825.0,21562.0,216.0,212.0,117.11,62.28,56.37,5542.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,9,15,Sep,September
Mozambique,MOZ,2021-11-12,,,,,155146.0,,,,4824.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,11,12,Nov,November
Algeria,DZA,2021-11-13,11376816.0,6446373.0,4930443.0,,10805.0,25.5,14.45,11.05,242.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,13,Nov,November
Albania,ALB,2021-12-03,2130714.0,1080490.0,971974.0,,6271.0,74.17,37.61,33.83,2183.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2754244-vaksinime/,2021,12,3,Dec,December
Singapore,SGP,2021-05-24,3666163.0,2075388.0,1590775.0,47660.0,45116.0,67.22,38.06,29.17,8273.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination,2021,5,24,May,May
Algeria,DZA,2021-11-23,,,,,61916.0,,,,1388.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,23,Nov,November
Mali,MLI,2021-10-23,,,,,38.0,,,,2.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,10,23,Oct,October
Myanmar,MMR,2021-10-30,,,,,276238.0,,,,5040.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2021,10,30,Oct,October
Venezuela,VEN,2022-03-16,,,,,0.0,,,,0.0,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",Pan American Health Organization,https://covid19.who.int/,2022,3,16,Mar,March
Costa Rica,CRI,2021-02-24,,,,,2417.0,,,,470.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion,2021,2,24,Feb,February
Iceland,ISL,2021-12-09,689243.0,286650.0,282199.0,,3461.0,186.89,77.73,76.52,9385.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni,2021,12,9,Dec,December
India,IND,2021-04-27,144879233.0,121263287.0,23615946.0,2354286.0,2355946.0,10.4,8.7,1.69,1691.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/,2021,4,27,Apr,April
Germany,DEU,2021-12-04,128235882.0,60071916.0,57464711.0,834769.0,845540.0,152.84,71.6,68.49,10078.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/,2021,12,4,Dec,December
Monaco,MCO,2021-01-28,,,,,294.0,,,,7439.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID,2021,1,28,Jan,January
Czechia,CZE,2021-10-21,12071907.0,6167933.0,6065902.0,28734.0,14669.0,112.56,57.51,56.56,1368.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,2021,10,21,Oct,October
Malawi,MWI,2021-09-15,,,,,5686.0,,,,289.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2021,9,15,Sep,September
Belarus,BLR,2022-01-13,,,,,49891.0,,,,5283.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2022,1,13,Jan,January
Cameroon,CMR,2022-02-14,,,,,6236.0,,,,229.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,2,14,Feb,February
Bhutan,BTN,2021-11-12,,,,,245.0,,,,314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,11,12,Nov,November
Nicaragua,NIC,2021-08-12,,,,,5140.0,,,,767.0,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,8,12,Aug,August
French Polynesia,PYF,2021-11-13,,,,,592.0,,,,2095.0,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,11,13,Nov,November
United States,USA,2021-06-08,321272660.0,176343298.0,151965201.0,1173379.0,1084072.0,96.77,53.11,45.77,3265.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,2021,6,8,Jun,June
Hong Kong,HKG,2021-03-09,113501.0,113495.0,6.0,9676.0,10478.0,1.5,1.5,0.0,1387.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,2021,3,9,Mar,March
Syria,SYR,2021-08-29,,,,,1842.0,,,,101.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,8,29,Aug,August
Montserrat,MSR,2021-02-26,,,,,33.0,,,,6625.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,2,26,Feb,February
Spain,ESP,2021-03-27,,,,,153965.0,,,,3294.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods,2021,3,27,Mar,March
Mozambique,MOZ,2021-08-22,,,,,80654.0,,,,2508.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,8,22,Aug,August
Latvia,LVA,2021-07-28,1305369.0,725751.0,674366.0,6979.0,5433.0,69.92,38.87,36.12,2910.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,2021,7,28,Jul,July
Solomon Islands,SLB,2022-03-25,,,,,2090.0,,,,2969.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022,3,25,Mar,March
Bhutan,BTN,2021-05-08,481491.0,481491.0,,91.0,142.0,61.74,61.74,,182.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,5,8,May,May
Costa Rica,CRI,2021-12-21,7580046.0,3934813.0,3444299.0,,28885.0,147.5,76.57,67.02,5621.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion,2021,12,21,Dec,December
Gambia,GMB,2021-07-16,,,,,550.0,,,,221.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2021,7,16,Jul,July
Cayman Islands,CYM,2021-05-15,,,,,526.0,,,,7910.0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,5,15,May,May
Zimbabwe,ZWE,2022-03-26,8791728.0,4886242.0,3487962.0,100086.0,83429.0,58.25,32.38,23.11,5528.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd,2022,3,26,Mar,March
Senegal,SEN,2021-11-17,,,,,1720.0,,,,100.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,11,17,Nov,November
Guatemala,GTM,2022-01-14,12288429.0,6708674.0,4973675.0,108248.0,95485.0,67.33,36.76,27.25,5232.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022,1,14,Jan,January
Colombia,COL,2021-03-26,1596288.0,1448180.0,148108.0,119924.0,66327.0,3.11,2.82,0.29,1294.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4,2021,3,26,Mar,March
Poland,POL,2021-02-07,1656708.0,1206212.0,450496.0,15550.0,68543.0,4.38,3.19,1.19,1813.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,2021,2,7,Feb,February
Rwanda,RWA,2021-03-22,338544.0,338544.0,,4006.0,3504.0,2.55,2.55,,264.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,3,22,Mar,March
Iraq,IRQ,2021-04-28,,,,,10251.0,,,,249.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,4,28,Apr,April
England,OWID_ENG,2021-07-07,66922090.0,38252354.0,28669736.0,201040.0,218187.0,118.34,67.64,50.7,3858.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,7,7,Jul,July
Trinidad and Tobago,TTO,2021-12-05,1329938.0,693483.0,648391.0,1480.0,3310.0,94.77,49.42,46.2,2359.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query,2021,12,5,Dec,December
Israel,ISR,2021-03-31,10072397.0,5263724.0,4808673.0,27573.0,24363.0,108.41,56.65,51.76,2622.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,2021,3,31,Mar,March
Malta,MLT,2021-03-14,122366.0,82671.0,39695.0,2293.0,3500.0,23.71,16.02,7.69,6782.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases,2021,3,14,Mar,March
United States,USA,2021-02-20,72209182.0,48114378.0,22662346.0,1305832.0,1498060.0,21.75,14.49,6.83,4512.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,2021,2,20,Feb,February
Bahrain,BHR,2022-03-01,,,,,1398.0,,,,800.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik Light, Sputnik V",Ministry of Health,https://covid19.who.int/,2022,3,1,Mar,March
Niger,NER,2021-08-14,,,,,7226.0,,,,288.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,8,14,Aug,August
Fiji,FJI,2021-12-03,,,,,2286.0,,,,2532.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,3,Dec,December
Palestine,PSE,2021-05-18,471417.0,275305.0,196112.0,2304.0,940.0,9.03,5.27,3.75,180.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,5,18,May,May
Samoa,WSM,2021-12-06,,,,,1174.0,,,,5866.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,12,6,Dec,December
Albania,ALB,2022-03-24,2754244.0,1278902.0,1215199.0,,1821.0,95.87,44.52,42.3,634.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2754244-vaksinime/,2022,3,24,Mar,March
Ireland,IRL,2021-06-17,3786024.0,2453891.0,1406727.0,62539.0,50340.0,75.98,49.25,28.23,10103.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/,2021,6,17,Jun,June
Germany,DEU,2022-02-26,169943787.0,63473745.0,62716326.0,51930.0,113423.0,202.55,75.65,74.75,1352.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/,2022,2,26,Feb,February
Mexico,MEX,2021-03-08,2849630.0,2245291.0,604339.0,56524.0,46110.0,2.19,1.72,0.46,354.0,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/712810/2022.03.29_17h00_ComunicadoTecnicoDiario_Covid19__1_.pdf,2021,3,8,Mar,March
Niger,NER,2021-07-04,,,,,3693.0,,,,147.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,7,4,Jul,July
Saint Helena,SHN,2021-04-01,,,,,61.0,,,,10008.0,Oxford/AstraZeneca,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/preliminary-data-from-the-covid-19-vaccination-programme/,2021,4,1,Apr,April
Germany,DEU,2021-10-24,111115055.0,57627781.0,55177521.0,14756.0,128885.0,132.44,68.69,65.77,1536.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/,2021,10,24,Oct,October
Tajikistan,TJK,2021-10-14,,,,,18603.0,,,,1908.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,10,14,Oct,October
Chad,TCD,2021-07-05,14604.0,10920.0,3684.0,,686.0,0.09,0.06,0.02,41.0,Sinopharm/Beijing,Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2021,7,5,Jul,July
Mauritania,MRT,2021-12-24,,,,,2277.0,,,,477.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2021,12,24,Dec,December
Eswatini,SWZ,2021-09-26,,,,,1788.0,,,,1525.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,9,26,Sep,September
Rwanda,RWA,2021-07-28,,,,,12921.0,,,,973.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,7,28,Jul,July
Austria,AUT,2021-06-23,,,,,87312.0,,,,9655.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,2021,6,23,Jun,June
Netherlands,NLD,2021-08-03,,,,,116895.0,,,,6807.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech","European CDC, via Marino van Zelst",https://github.com/mzelst/covid-19,2021,8,3,Aug,August
Uzbekistan,UZB,2022-01-16,,,,,50667.0,,,,1493.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik Light, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/,2022,1,16,Jan,January
Lebanon,LBN,2021-10-19,3153936.0,1714159.0,1439777.0,42417.0,16996.0,46.59,25.32,21.27,2511.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine,2021,10,19,Oct,October
Georgia,GEO,2021-03-31,7822.0,7822.0,,,648.0,0.2,0.2,,163.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/,2021,3,31,Mar,March
Czechia,CZE,2021-02-19,557667.0,345505.0,212162.0,19241.0,14035.0,5.2,3.22,1.98,1309.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,2021,2,19,Feb,February
Vietnam,VNM,2021-06-09,1389887.0,1342708.0,47179.0,35031.0,39968.0,1.42,1.37,0.05,407.0,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.gov.vn/ngay-23-3-so-mac-moi-covid-19-giam-con-127883-ca-tuyen-quang-bo-sung-gan-13000-f0-171220323181603013.htm,2021,6,9,Jun,June
Sri Lanka,LKA,2021-10-23,27966717.0,14928248.0,13038469.0,165381.0,68354.0,130.09,69.44,60.65,3180.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-03_22.pdf,2021,10,23,Oct,October
Nauru,NRU,2021-11-18,,,,,2.0,,,,184.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,11,18,Nov,November
Slovenia,SVN,2021-08-15,1772309.0,979890.0,883014.0,77.0,4756.0,85.26,47.14,42.48,2288.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats,2021,8,15,Aug,August
Laos,LAO,2021-06-15,1122128.0,717648.0,404480.0,11272.0,14930.0,15.21,9.73,5.48,2023.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php,2021,6,15,Jun,June
Turks and Caicos Islands,TCA,2021-04-28,,,,,163.0,,,,4155.0,Pfizer/BioNTech,World Health Organization,https://covid19.who.int/,2021,4,28,Apr,April
United States,USA,2021-11-16,452625697.0,228281275.0,198392221.0,1668750.0,1467387.0,136.33,68.76,59.76,4420.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,2021,11,16,Nov,November
Mongolia,MNG,2022-02-04,,,,,706.0,,,,212.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/,2022,2,4,Feb,February
Lebanon,LBN,2021-11-20,3506393.0,1866557.0,1639836.0,1353.0,9652.0,51.8,27.57,24.23,1426.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine,2021,11,20,Nov,November
Moldova,MDA,2021-10-31,1520548.0,,873078.0,2287.0,4748.0,37.79,,21.7,1180.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md,2021,10,31,Oct,October
Malta,MLT,2021-10-31,879909.0,430283.0,428333.0,1187.0,1727.0,170.49,83.37,82.99,3346.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases,2021,10,31,Oct,October
Czechia,CZE,2021-04-01,1798899.0,1245120.0,553875.0,57733.0,37156.0,16.77,11.61,5.16,3465.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19,2021,4,1,Apr,April
Belarus,BLR,2021-01-05,,,,,403.0,,,,43.0,"Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,1,5,Jan,January
Liechtenstein,LIE,2021-11-21,49856.0,25604.0,24853.0,0.0,53.0,130.33,66.93,64.97,1385.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,11,21,Nov,November
Comoros,COM,2022-02-07,,,,,2854.0,,,,3212.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,2,7,Feb,February
Philippines,PHL,2021-12-11,,,,,680823.0,,,,6131.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker,2021,12,11,Dec,December
Guatemala,GTM,2022-03-20,,,,,40836.0,,,,2238.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022,3,20,Mar,March
Lithuania,LTU,2021-04-18,782008.0,569038.0,212942.0,86.0,14411.0,29.07,21.15,7.92,5358.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/,2021,4,18,Apr,April
Mauritius,MUS,2021-04-11,,,,,2109.0,,,,1656.0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,4,11,Apr,April
Laos,LAO,2021-05-16,,,,,19487.0,,,,2641.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php,2021,5,16,May,May
Gambia,GMB,2021-07-06,,,,,72.0,,,,29.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2021,7,6,Jul,July
Brazil,BRA,2021-11-04,282661800.0,160056071.0,117929773.0,1433175.0,800610.0,132.09,74.79,55.11,3741.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io,2021,11,4,Nov,November
Tajikistan,TJK,2021-08-25,,,,,53986.0,,,,5537.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,8,25,Aug,August
